file_path,file_name,actor_id,gender,emotion_code,emotion,intensity,statement,repetition
data/raw/ravdess/Actor_01/03-01-03-02-01-02-01.wav,03-01-03-02-01-02-01.wav,1,male,03,happy,strong,1,2
data/raw/ravdess/Actor_01/03-01-03-02-02-01-01.wav,03-01-03-02-02-01-01.wav,1,male,03,happy,strong,2,1
data/raw/ravdess/Actor_01/03-01-03-02-02-02-01.wav,03-01-03-02-02-02-01.wav,1,male,03,happy,strong,2,2
data/raw/ravdess/Actor_01/03-01-04-01-01-01-01.wav,03-01-04-01-01-01-01.wav,1,male,04,sad,normal,1,1
data/raw/ravdess/Actor_01/03-01-04-01-01-02-01.wav,03-01-04-01-01-02-01.wav,1,male,04,sad,normal,1,2
data/raw/ravdess/Actor_01/03-01-04-01-02-01-01.wav,03-01-04-01-02-01-01.wav,1,male,04,sad,normal,2,1
data/raw/ravdess/Actor_01/03-01-04-01-02-02-01.wav,03-01-04-01-02-02-01.wav,1,male,04,sad,normal,2,2
data/raw/ravdess/Actor_01/03-01-04-02-01-01-01.wav,03-01-04-02-01-01-01.wav,1,male,04,sad,strong,1,1
data/raw/ravdess/Actor_01/03-01-04-02-01-02-01.wav,03-01-04-02-01-02-01.wav,1,male,04,sad,strong,1,2
data/raw/ravdess/Actor_01/03-01-04-02-02-01-01.wav,03-01-04-02-02-01-01.wav,1,male,04,sad,strong,2,1
data/raw/ravdess/Actor_01/03-01-04-02-02-02-01.wav,03-01-04-02-02-02-01.wav,1,male,04,sad,strong,2,2
data/raw/ravdess/Actor_01/03-01-05-01-01-01-01.wav,03-01-05-01-01-01-01.wav,1,male,05,angry,normal,1,1
data/raw/ravdess/Actor_01/03-01-05-01-01-02-01.wav,03-01-05-01-01-02-01.wav,1,male,05,angry,normal,1,2
data/raw/ravdess/Actor_01/03-01-05-01-02-01-01.wav,03-01-05-01-02-01-01.wav,1,male,05,angry,normal,2,1
data/raw/ravdess/Actor_01/03-01-05-01-02-02-01.wav,03-01-05-01-02-02-01.wav,1,male,05,angry,normal,2,2
data/raw/ravdess/Actor_01/03-01-05-02-01-01-01.wav,03-01-05-02-01-01-01.wav,1,male,05,angry,strong,1,1
data/raw/ravdess/Actor_01/03-01-05-02-01-02-01.wav,03-01-05-02-01-02-01.wav,1,male,05,angry,strong,1,2
data/raw/ravdess/Actor_01/03-01-05-02-02-01-01.wav,03-01-05-02-02-01-01.wav,1,male,05,angry,strong,2,1
data/raw/ravdess/Actor_01/03-01-05-02-02-02-01.wav,03-01-05-02-02-02-01.wav,1,male,05,angry,strong,2,2
data/raw/ravdess/Actor_01/03-01-06-01-01-01-01.wav,03-01-06-01-01-01-01.wav,1,male,06,fearful,normal,1,1
data/raw/ravdess/Actor_01/03-01-06-01-01-02-01.wav,03-01-06-01-01-02-01.wav,1,male,06,fearful,normal,1,2
data/raw/ravdess/Actor_01/03-01-06-01-02-01-01.wav,03-01-06-01-02-01-01.wav,1,male,06,fearful,normal,2,1
data/raw/ravdess/Actor_01/03-01-06-01-02-02-01.wav,03-01-06-01-02-02-01.wav,1,male,06,fearful,normal,2,2
data/raw/ravdess/Actor_01/03-01-06-02-01-01-01.wav,03-01-06-02-01-01-01.wav,1,male,06,fearful,strong,1,1
data/raw/ravdess/Actor_01/03-01-06-02-01-02-01.wav,03-01-06-02-01-02-01.wav,1,male,06,fearful,strong,1,2
data/raw/ravdess/Actor_01/03-01-06-02-02-01-01.wav,03-01-06-02-02-01-01.wav,1,male,06,fearful,strong,2,1
data/raw/ravdess/Actor_01/03-01-06-02-02-02-01.wav,03-01-06-02-02-02-01.wav,1,male,06,fearful,strong,2,2
data/raw/ravdess/Actor_01/03-01-07-01-01-01-01.wav,03-01-07-01-01-01-01.wav,1,male,07,disgust,normal,1,1
data/raw/ravdess/Actor_01/03-01-07-01-01-02-01.wav,03-01-07-01-01-02-01.wav,1,male,07,disgust,normal,1,2
data/raw/ravdess/Actor_01/03-01-07-01-02-01-01.wav,03-01-07-01-02-01-01.wav,1,male,07,disgust,normal,2,1
data/raw/ravdess/Actor_01/03-01-07-01-02-02-01.wav,03-01-07-01-02-02-01.wav,1,male,07,disgust,normal,2,2
data/raw/ravdess/Actor_01/03-01-07-02-01-01-01.wav,03-01-07-02-01-01-01.wav,1,male,07,disgust,strong,1,1
data/raw/ravdess/Actor_01/03-01-07-02-01-02-01.wav,03-01-07-02-01-02-01.wav,1,male,07,disgust,strong,1,2
data/raw/ravdess/Actor_01/03-01-07-02-02-01-01.wav,03-01-07-02-02-01-01.wav,1,male,07,disgust,strong,2,1
data/raw/ravdess/Actor_01/03-01-07-02-02-02-01.wav,03-01-07-02-02-02-01.wav,1,male,07,disgust,strong,2,2
data/raw/ravdess/Actor_01/03-01-08-01-01-01-01.wav,03-01-08-01-01-01-01.wav,1,male,08,surprised,normal,1,1
data/raw/ravdess/Actor_01/03-01-08-01-01-02-01.wav,03-01-08-01-01-02-01.wav,1,male,08,surprised,normal,1,2
data/raw/ravdess/Actor_01/03-01-08-01-02-01-01.wav,03-01-08-01-02-01-01.wav,1,male,08,surprised,normal,2,1
data/raw/ravdess/Actor_01/03-01-08-01-02-02-01.wav,03-01-08-01-02-02-01.wav,1,male,08,surprised,normal,2,2
data/raw/ravdess/Actor_01/03-01-08-02-01-01-01.wav,03-01-08-02-01-01-01.wav,1,male,08,surprised,strong,1,1
data/raw/ravdess/Actor_01/03-01-08-02-01-02-01.wav,03-01-08-02-01-02-01.wav,1,male,08,surprised,strong,1,2
data/raw/ravdess/Actor_01/03-01-08-02-02-01-01.wav,03-01-08-02-02-01-01.wav,1,male,08,surprised,strong,2,1
data/raw/ravdess/Actor_01/03-01-08-02-02-02-01.wav,03-01-08-02-02-02-01.wav,1,male,08,surprised,strong,2,2
data/raw/ravdess/Actor_02/03-01-01-01-01-01-02.wav,03-01-01-01-01-01-02.wav,2,female,01,neutral,normal,1,1
data/raw/ravdess/Actor_02/03-01-01-01-01-02-02.wav,03-01-01-01-01-02-02.wav,2,female,01,neutral,normal,1,2
data/raw/ravdess/Actor_02/03-01-01-01-02-01-02.wav,03-01-01-01-02-01-02.wav,2,female,01,neutral,normal,2,1
data/raw/ravdess/Actor_02/03-01-01-01-02-02-02.wav,03-01-01-01-02-02-02.wav,2,female,01,neutral,normal,2,2
data/raw/ravdess/Actor_02/03-01-02-01-01-01-02.wav,03-01-02-01-01-01-02.wav,2,female,02,calm,normal,1,1
data/raw/ravdess/Actor_02/03-01-02-01-01-02-02.wav,03-01-02-01-01-02-02.wav,2,female,02,calm,normal,1,2
data/raw/ravdess/Actor_02/03-01-02-01-02-01-02.wav,03-01-02-01-02-01-02.wav,2,female,02,calm,normal,2,1
data/raw/ravdess/Actor_02/03-01-02-01-02-02-02.wav,03-01-02-01-02-02-02.wav,2,female,02,calm,normal,2,2
data/raw/ravdess/Actor_02/03-01-02-02-01-01-02.wav,03-01-02-02-01-01-02.wav,2,female,02,calm,strong,1,1
data/raw/ravdess/Actor_02/03-01-02-02-01-02-02.wav,03-01-02-02-01-02-02.wav,2,female,02,calm,strong,1,2
data/raw/ravdess/Actor_02/03-01-02-02-02-01-02.wav,03-01-02-02-02-01-02.wav,2,female,02,calm,strong,2,1
data/raw/ravdess/Actor_02/03-01-02-02-02-02-02.wav,03-01-02-02-02-02-02.wav,2,female,02,calm,strong,2,2
data/raw/ravdess/Actor_02/03-01-03-01-01-01-02.wav,03-01-03-01-01-01-02.wav,2,female,03,happy,normal,1,1
data/raw/ravdess/Actor_02/03-01-03-01-01-02-02.wav,03-01-03-01-01-02-02.wav,2,female,03,happy,normal,1,2
data/raw/ravdess/Actor_02/03-01-03-01-02-01-02.wav,03-01-03-01-02-01-02.wav,2,female,03,happy,normal,2,1
data/raw/ravdess/Actor_02/03-01-03-01-02-02-02.wav,03-01-03-01-02-02-02.wav,2,female,03,happy,normal,2,2
data/raw/ravdess/Actor_02/03-01-03-02-01-01-02.wav,03-01-03-02-01-01-02.wav,2,female,03,happy,strong,1,1
data/raw/ravdess/Actor_02/03-01-03-02-01-02-02.wav,03-01-03-02-01-02-02.wav,2,female,03,happy,strong,1,2
data/raw/ravdess/Actor_02/03-01-03-02-02-01-02.wav,03-01-03-02-02-01-02.wav,2,female,03,happy,strong,2,1
data/raw/ravdess/Actor_02/03-01-03-02-02-02-02.wav,03-01-03-02-02-02-02.wav,2,female,03,happy,strong,2,2
data/raw/ravdess/Actor_02/03-01-04-01-01-01-02.wav,03-01-04-01-01-01-02.wav,2,female,04,sad,normal,1,1
data/raw/ravdess/Actor_02/03-01-04-01-01-02-02.wav,03-01-04-01-01-02-02.wav,2,female,04,sad,normal,1,2
data/raw/ravdess/Actor_02/03-01-04-01-02-01-02.wav,03-01-04-01-02-01-02.wav,2,female,04,sad,normal,2,1
data/raw/ravdess/Actor_02/03-01-04-01-02-02-02.wav,03-01-04-01-02-02-02.wav,2,female,04,sad,normal,2,2
data/raw/ravdess/Actor_02/03-01-04-02-01-01-02.wav,03-01-04-02-01-01-02.wav,2,female,04,sad,strong,1,1
data/raw/ravdess/Actor_02/03-01-04-02-01-02-02.wav,03-01-04-02-01-02-02.wav,2,female,04,sad,strong,1,2
data/raw/ravdess/Actor_02/03-01-04-02-02-01-02.wav,03-01-04-02-02-01-02.wav,2,female,04,sad,strong,2,1
data/raw/ravdess/Actor_02/03-01-04-02-02-02-02.wav,03-01-04-02-02-02-02.wav,2,female,04,sad,strong,2,2
data/raw/ravdess/Actor_02/03-01-05-01-01-01-02.wav,03-01-05-01-01-01-02.wav,2,female,05,angry,normal,1,1
data/raw/ravdess/Actor_02/03-01-05-01-01-02-02.wav,03-01-05-01-01-02-02.wav,2,female,05,angry,normal,1,2
data/raw/ravdess/Actor_02/03-01-05-01-02-01-02.wav,03-01-05-01-02-01-02.wav,2,female,05,angry,normal,2,1
data/raw/ravdess/Actor_02/03-01-05-01-02-02-02.wav,03-01-05-01-02-02-02.wav,2,female,05,angry,normal,2,2
data/raw/ravdess/Actor_02/03-01-05-02-01-01-02.wav,03-01-05-02-01-01-02.wav,2,female,05,angry,strong,1,1
data/raw/ravdess/Actor_02/03-01-05-02-01-02-02.wav,03-01-05-02-01-02-02.wav,2,female,05,angry,strong,1,2
data/raw/ravdess/Actor_02/03-01-05-02-02-01-02.wav,03-01-05-02-02-01-02.wav,2,female,05,angry,strong,2,1
data/raw/ravdess/Actor_02/03-01-05-02-02-02-02.wav,03-01-05-02-02-02-02.wav,2,female,05,angry,strong,2,2
data/raw/ravdess/Actor_02/03-01-06-01-01-01-02.wav,03-01-06-01-01-01-02.wav,2,female,06,fearful,normal,1,1
data/raw/ravdess/Actor_02/03-01-06-01-01-02-02.wav,03-01-06-01-01-02-02.wav,2,female,06,fearful,normal,1,2
data/raw/ravdess/Actor_02/03-01-06-01-02-01-02.wav,03-01-06-01-02-01-02.wav,2,female,06,fearful,normal,2,1
data/raw/ravdess/Actor_02/03-01-06-01-02-02-02.wav,03-01-06-01-02-02-02.wav,2,female,06,fearful,normal,2,2
data/raw/ravdess/Actor_02/03-01-06-02-01-01-02.wav,03-01-06-02-01-01-02.wav,2,female,06,fearful,strong,1,1
data/raw/ravdess/Actor_02/03-01-06-02-01-02-02.wav,03-01-06-02-01-02-02.wav,2,female,06,fearful,strong,1,2
data/raw/ravdess/Actor_02/03-01-06-02-02-01-02.wav,03-01-06-02-02-01-02.wav,2,female,06,fearful,strong,2,1
data/raw/ravdess/Actor_02/03-01-06-02-02-02-02.wav,03-01-06-02-02-02-02.wav,2,female,06,fearful,strong,2,2
data/raw/ravdess/Actor_02/03-01-07-01-01-01-02.wav,03-01-07-01-01-01-02.wav,2,female,07,disgust,normal,1,1
data/raw/ravdess/Actor_02/03-01-07-01-01-02-02.wav,03-01-07-01-01-02-02.wav,2,female,07,disgust,normal,1,2
data/raw/ravdess/Actor_02/03-01-07-01-02-01-02.wav,03-01-07-01-02-01-02.wav,2,female,07,disgust,normal,2,1
data/raw/ravdess/Actor_02/03-01-07-01-02-02-02.wav,03-01-07-01-02-02-02.wav,2,female,07,disgust,normal,2,2
data/raw/ravdess/Actor_02/03-01-07-02-01-01-02.wav,03-01-07-02-01-01-02.wav,2,female,07,disgust,strong,1,1
data/raw/ravdess/Actor_02/03-01-07-02-01-02-02.wav,03-01-07-02-01-02-02.wav,2,female,07,disgust,strong,1,2
data/raw/ravdess/Actor_02/03-01-07-02-02-01-02.wav,03-01-07-02-02-01-02.wav,2,female,07,disgust,strong,2,1
data/raw/ravdess/Actor_02/03-01-07-02-02-02-02.wav,03-01-07-02-02-02-02.wav,2,female,07,disgust,strong,2,2
data/raw/ravdess/Actor_02/03-01-08-01-01-01-02.wav,03-01-08-01-01-01-02.wav,2,female,08,surprised,normal,1,1
data/raw/ravdess/Actor_02/03-01-08-01-01-02-02.wav,03-01-08-01-01-02-02.wav,2,female,08,surprised,normal,1,2
data/raw/ravdess/Actor_02/03-01-08-01-02-01-02.wav,03-01-08-01-02-01-02.wav,2,female,08,surprised,normal,2,1
data/raw/ravdess/Actor_02/03-01-08-01-02-02-02.wav,03-01-08-01-02-02-02.wav,2,female,08,surprised,normal,2,2
data/raw/ravdess/Actor_02/03-01-08-02-01-01-02.wav,03-01-08-02-01-01-02.wav,2,female,08,surprised,strong,1,1
data/raw/ravdess/Actor_02/03-01-08-02-01-02-02.wav,03-01-08-02-01-02-02.wav,2,female,08,surprised,strong,1,2
data/raw/ravdess/Actor_02/03-01-08-02-02-01-02.wav,03-01-08-02-02-01-02.wav,2,female,08,surprised,strong,2,1
data/raw/ravdess/Actor_02/03-01-08-02-02-02-02.wav,03-01-08-02-02-02-02.wav,2,female,08,surprised,strong,2,2
data/raw/ravdess/Actor_03/03-01-01-01-01-01-03.wav,03-01-01-01-01-01-03.wav,3,male,01,neutral,normal,1,1
data/raw/ravdess/Actor_03/03-01-01-01-01-02-03.wav,03-01-01-01-01-02-03.wav,3,male,01,neutral,normal,1,2
data/raw/ravdess/Actor_03/03-01-01-01-02-01-03.wav,03-01-01-01-02-01-03.wav,3,male,01,neutral,normal,2,1
data/raw/ravdess/Actor_03/03-01-01-01-02-02-03.wav,03-01-01-01-02-02-03.wav,3,male,01,neutral,normal,2,2
data/raw/ravdess/Actor_03/03-01-02-01-01-01-03.wav,03-01-02-01-01-01-03.wav,3,male,02,calm,normal,1,1
data/raw/ravdess/Actor_03/03-01-02-01-01-02-03.wav,03-01-02-01-01-02-03.wav,3,male,02,calm,normal,1,2
data/raw/ravdess/Actor_03/03-01-02-01-02-01-03.wav,03-01-02-01-02-01-03.wav,3,male,02,calm,normal,2,1
data/raw/ravdess/Actor_03/03-01-02-01-02-02-03.wav,03-01-02-01-02-02-03.wav,3,male,02,calm,normal,2,2
data/raw/ravdess/Actor_03/03-01-02-02-01-01-03.wav,03-01-02-02-01-01-03.wav,3,male,02,calm,strong,1,1
data/raw/ravdess/Actor_03/03-01-02-02-01-02-03.wav,03-01-02-02-01-02-03.wav,3,male,02,calm,strong,1,2
data/raw/ravdess/Actor_03/03-01-02-02-02-01-03.wav,03-01-02-02-02-01-03.wav,3,male,02,calm,strong,2,1
data/raw/ravdess/Actor_03/03-01-02-02-02-02-03.wav,03-01-02-02-02-02-03.wav,3,male,02,calm,strong,2,2
data/raw/ravdess/Actor_03/03-01-03-01-01-01-03.wav,03-01-03-01-01-01-03.wav,3,male,03,happy,normal,1,1
data/raw/ravdess/Actor_03/03-01-03-01-01-02-03.wav,03-01-03-01-01-02-03.wav,3,male,03,happy,normal,1,2
data/raw/ravdess/Actor_03/03-01-03-01-02-01-03.wav,03-01-03-01-02-01-03.wav,3,male,03,happy,normal,2,1
data/raw/ravdess/Actor_03/03-01-03-01-02-02-03.wav,03-01-03-01-02-02-03.wav,3,male,03,happy,normal,2,2
data/raw/ravdess/Actor_03/03-01-03-02-01-01-03.wav,03-01-03-02-01-01-03.wav,3,male,03,happy,strong,1,1
data/raw/ravdess/Actor_03/03-01-03-02-01-02-03.wav,03-01-03-02-01-02-03.wav,3,male,03,happy,strong,1,2
data/raw/ravdess/Actor_03/03-01-03-02-02-01-03.wav,03-01-03-02-02-01-03.wav,3,male,03,happy,strong,2,1
data/raw/ravdess/Actor_03/03-01-03-02-02-02-03.wav,03-01-03-02-02-02-03.wav,3,male,03,happy,strong,2,2
data/raw/ravdess/Actor_03/03-01-04-01-01-01-03.wav,03-01-04-01-01-01-03.wav,3,male,04,sad,normal,1,1
data/raw/ravdess/Actor_03/03-01-04-01-01-02-03.wav,03-01-04-01-01-02-03.wav,3,male,04,sad,normal,1,2
data/raw/ravdess/Actor_03/03-01-04-01-02-01-03.wav,03-01-04-01-02-01-03.wav,3,male,04,sad,normal,2,1
data/raw/ravdess/Actor_03/03-01-04-01-02-02-03.wav,03-01-04-01-02-02-03.wav,3,male,04,sad,normal,2,2
data/raw/ravdess/Actor_03/03-01-04-02-01-01-03.wav,03-01-04-02-01-01-03.wav,3,male,04,sad,strong,1,1
data/raw/ravdess/Actor_03/03-01-04-02-01-02-03.wav,03-01-04-02-01-02-03.wav,3,male,04,sad,strong,1,2
data/raw/ravdess/Actor_03/03-01-04-02-02-01-03.wav,03-01-04-02-02-01-03.wav,3,male,04,sad,strong,2,1
data/raw/ravdess/Actor_03/03-01-04-02-02-02-03.wav,03-01-04-02-02-02-03.wav,3,male,04,sad,strong,2,2
data/raw/ravdess/Actor_03/03-01-05-01-01-01-03.wav,03-01-05-01-01-01-03.wav,3,male,05,angry,normal,1,1
data/raw/ravdess/Actor_03/03-01-05-01-01-02-03.wav,03-01-05-01-01-02-03.wav,3,male,05,angry,normal,1,2
data/raw/ravdess/Actor_03/03-01-05-01-02-01-03.wav,03-01-05-01-02-01-03.wav,3,male,05,angry,normal,2,1
data/raw/ravdess/Actor_03/03-01-05-01-02-02-03.wav,03-01-05-01-02-02-03.wav,3,male,05,angry,normal,2,2
data/raw/ravdess/Actor_03/03-01-05-02-01-01-03.wav,03-01-05-02-01-01-03.wav,3,male,05,angry,strong,1,1
data/raw/ravdess/Actor_03/03-01-05-02-01-02-03.wav,03-01-05-02-01-02-03.wav,3,male,05,angry,strong,1,2
data/raw/ravdess/Actor_03/03-01-05-02-02-01-03.wav,03-01-05-02-02-01-03.wav,3,male,05,angry,strong,2,1
data/raw/ravdess/Actor_03/03-01-05-02-02-02-03.wav,03-01-05-02-02-02-03.wav,3,male,05,angry,strong,2,2
data/raw/ravdess/Actor_03/03-01-06-01-01-01-03.wav,03-01-06-01-01-01-03.wav,3,male,06,fearful,normal,1,1
data/raw/ravdess/Actor_03/03-01-06-01-01-02-03.wav,03-01-06-01-01-02-03.wav,3,male,06,fearful,normal,1,2
data/raw/ravdess/Actor_03/03-01-06-01-02-01-03.wav,03-01-06-01-02-01-03.wav,3,male,06,fearful,normal,2,1
data/raw/ravdess/Actor_03/03-01-06-01-02-02-03.wav,03-01-06-01-02-02-03.wav,3,male,06,fearful,normal,2,2
data/raw/ravdess/Actor_03/03-01-06-02-01-01-03.wav,03-01-06-02-01-01-03.wav,3,male,06,fearful,strong,1,1
data/raw/ravdess/Actor_03/03-01-06-02-01-02-03.wav,03-01-06-02-01-02-03.wav,3,male,06,fearful,strong,1,2
data/raw/ravdess/Actor_03/03-01-06-02-02-01-03.wav,03-01-06-02-02-01-03.wav,3,male,06,fearful,strong,2,1
data/raw/ravdess/Actor_03/03-01-06-02-02-02-03.wav,03-01-06-02-02-02-03.wav,3,male,06,fearful,strong,2,2
data/raw/ravdess/Actor_03/03-01-07-01-01-01-03.wav,03-01-07-01-01-01-03.wav,3,male,07,disgust,normal,1,1
data/raw/ravdess/Actor_03/03-01-07-01-01-02-03.wav,03-01-07-01-01-02-03.wav,3,male,07,disgust,normal,1,2
data/raw/ravdess/Actor_03/03-01-07-01-02-01-03.wav,03-01-07-01-02-01-03.wav,3,male,07,disgust,normal,2,1
data/raw/ravdess/Actor_03/03-01-07-01-02-02-03.wav,03-01-07-01-02-02-03.wav,3,male,07,disgust,normal,2,2
data/raw/ravdess/Actor_03/03-01-07-02-01-01-03.wav,03-01-07-02-01-01-03.wav,3,male,07,disgust,strong,1,1
data/raw/ravdess/Actor_03/03-01-07-02-01-02-03.wav,03-01-07-02-01-02-03.wav,3,male,07,disgust,strong,1,2
data/raw/ravdess/Actor_03/03-01-07-02-02-01-03.wav,03-01-07-02-02-01-03.wav,3,male,07,disgust,strong,2,1
data/raw/ravdess/Actor_03/03-01-07-02-02-02-03.wav,03-01-07-02-02-02-03.wav,3,male,07,disgust,strong,2,2
data/raw/ravdess/Actor_03/03-01-08-01-01-01-03.wav,03-01-08-01-01-01-03.wav,3,male,08,surprised,normal,1,1
data/raw/ravdess/Actor_03/03-01-08-01-01-02-03.wav,03-01-08-01-01-02-03.wav,3,male,08,surprised,normal,1,2
data/raw/ravdess/Actor_03/03-01-08-01-02-01-03.wav,03-01-08-01-02-01-03.wav,3,male,08,surprised,normal,2,1
data/raw/ravdess/Actor_03/03-01-08-01-02-02-03.wav,03-01-08-01-02-02-03.wav,3,male,08,surprised,normal,2,2
data/raw/ravdess/Actor_03/03-01-08-02-01-01-03.wav,03-01-08-02-01-01-03.wav,3,male,08,surprised,strong,1,1
data/raw/ravdess/Actor_03/03-01-08-02-01-02-03.wav,03-01-08-02-01-02-03.wav,3,male,08,surprised,strong,1,2
data/raw/ravdess/Actor_03/03-01-08-02-02-01-03.wav,03-01-08-02-02-01-03.wav,3,male,08,surprised,strong,2,1
data/raw/ravdess/Actor_03/03-01-08-02-02-02-03.wav,03-01-08-02-02-02-03.wav,3,male,08,surprised,strong,2,2
data/raw/ravdess/Actor_04/03-01-01-01-01-01-04.wav,03-01-01-01-01-01-04.wav,4,female,01,neutral,normal,1,1
data/raw/ravdess/Actor_04/03-01-01-01-01-02-04.wav,03-01-01-01-01-02-04.wav,4,female,01,neutral,normal,1,2
data/raw/ravdess/Actor_04/03-01-01-01-02-01-04.wav,03-01-01-01-02-01-04.wav,4,female,01,neutral,normal,2,1
data/raw/ravdess/Actor_04/03-01-01-01-02-02-04.wav,03-01-01-01-02-02-04.wav,4,female,01,neutral,normal,2,2
data/raw/ravdess/Actor_04/03-01-02-01-01-01-04.wav,03-01-02-01-01-01-04.wav,4,female,02,calm,normal,1,1
data/raw/ravdess/Actor_04/03-01-02-01-01-02-04.wav,03-01-02-01-01-02-04.wav,4,female,02,calm,normal,1,2
data/raw/ravdess/Actor_04/03-01-02-01-02-01-04.wav,03-01-02-01-02-01-04.wav,4,female,02,calm,normal,2,1
data/raw/ravdess/Actor_04/03-01-02-01-02-02-04.wav,03-01-02-01-02-02-04.wav,4,female,02,calm,normal,2,2
data/raw/ravdess/Actor_04/03-01-02-02-01-01-04.wav,03-01-02-02-01-01-04.wav,4,female,02,calm,strong,1,1
data/raw/ravdess/Actor_04/03-01-02-02-01-02-04.wav,03-01-02-02-01-02-04.wav,4,female,02,calm,strong,1,2
data/raw/ravdess/Actor_04/03-01-02-02-02-01-04.wav,03-01-02-02-02-01-04.wav,4,female,02,calm,strong,2,1
data/raw/ravdess/Actor_04/03-01-02-02-02-02-04.wav,03-01-02-02-02-02-04.wav,4,female,02,calm,strong,2,2
data/raw/ravdess/Actor_04/03-01-03-01-01-01-04.wav,03-01-03-01-01-01-04.wav,4,female,03,happy,normal,1,1
data/raw/ravdess/Actor_04/03-01-03-01-01-02-04.wav,03-01-03-01-01-02-04.wav,4,female,03,happy,normal,1,2
data/raw/ravdess/Actor_04/03-01-03-01-02-01-04.wav,03-01-03-01-02-01-04.wav,4,female,03,happy,normal,2,1
data/raw/ravdess/Actor_04/03-01-03-01-02-02-04.wav,03-01-03-01-02-02-04.wav,4,female,03,happy,normal,2,2
data/raw/ravdess/Actor_04/03-01-03-02-01-01-04.wav,03-01-03-02-01-01-04.wav,4,female,03,happy,strong,1,1
data/raw/ravdess/Actor_04/03-01-03-02-01-02-04.wav,03-01-03-02-01-02-04.wav,4,female,03,happy,strong,1,2
data/raw/ravdess/Actor_04/03-01-03-02-02-01-04.wav,03-01-03-02-02-01-04.wav,4,female,03,happy,strong,2,1
data/raw/ravdess/Actor_04/03-01-03-02-02-02-04.wav,03-01-03-02-02-02-04.wav,4,female,03,happy,strong,2,2
data/raw/ravdess/Actor_04/03-01-04-01-01-01-04.wav,03-01-04-01-01-01-04.wav,4,female,04,sad,normal,1,1
data/raw/ravdess/Actor_04/03-01-04-01-01-02-04.wav,03-01-04-01-01-02-04.wav,4,female,04,sad,normal,1,2
data/raw/ravdess/Actor_04/03-01-04-01-02-01-04.wav,03-01-04-01-02-01-04.wav,4,female,04,sad,normal,2,1
data/raw/ravdess/Actor_04/03-01-04-01-02-02-04.wav,03-01-04-01-02-02-04.wav,4,female,04,sad,normal,2,2
data/raw/ravdess/Actor_04/03-01-04-02-01-01-04.wav,03-01-04-02-01-01-04.wav,4,female,04,sad,strong,1,1
data/raw/ravdess/Actor_04/03-01-04-02-01-02-04.wav,03-01-04-02-01-02-04.wav,4,female,04,sad,strong,1,2
data/raw/ravdess/Actor_04/03-01-04-02-02-01-04.wav,03-01-04-02-02-01-04.wav,4,female,04,sad,strong,2,1
data/raw/ravdess/Actor_04/03-01-04-02-02-02-04.wav,03-01-04-02-02-02-04.wav,4,female,04,sad,strong,2,2
data/raw/ravdess/Actor_04/03-01-05-01-01-01-04.wav,03-01-05-01-01-01-04.wav,4,female,05,angry,normal,1,1
